ref,position,strand,diff,height,from,decide,comment
NC_009648.1,4843285,+,73,220,tex_hcd_kf_09,m,
NC_009648.1,4843285,+,56,196,tex_hcd_kf_10,,
NC_009648.1,4843285,+,16,43,tex_lcd_kf_02,,
NC_009648.1,4843293,+,29,243,tex_hcd_kf_09,n,
NC_009648.1,4843293,+,32,225,tex_hcd_kf_10,,
NC_009648.1,4843394,+,24,93,tex_hcd_kf_09,,
NC_009648.1,4844452,+,17,38,tex_hcd_kf_09,y,
NC_009648.1,4844452,+,15,27,tex_hcd_kf_10,,
NC_009648.1,4844452,+,64,69,tex_lcd_kf_01,,
NC_009648.1,4844452,+,46,56,tex_lcd_kf_02,,
NC_009648.1,4844644,+,113,114,tex_hcd_kf_09,y,
NC_009648.1,4844644,+,111,111,tex_hcd_kf_10,,
NC_009648.1,4844644,+,227,231,tex_lcd_kf_01,,
NC_009648.1,4844644,+,222,226,tex_lcd_kf_02,,
NC_009648.1,4844917,+,14,15,tex_hcd_kf_09,y,
NC_009648.1,4844917,+,21,22,tex_hcd_kf_10,,
NC_009648.1,4847662,-,16,21,tex_hcd_kf_10,m,
NC_009648.1,4848245,+,15,15,tex_hcd_kf_09,m,
NC_009648.1,4848245,+,29,29,tex_hcd_kf_10,,
NC_009648.1,4848245,+,15,15,tex_lcd_kf_01,,
NC_009648.1,4848245,+,17,17,tex_lcd_kf_02,,
NC_009648.1,4848507,+,104,108,tex_hcd_kf_09,y,
NC_009648.1,4848507,+,146,156,tex_hcd_kf_10,,
NC_009648.1,4848507,+,207,214,tex_lcd_kf_01,,
NC_009648.1,4848507,+,251,259,tex_lcd_kf_02,,
NC_009648.1,4848552,-,61,62,tex_hcd_kf_10,y,
NC_009648.1,4848552,-,80,81,tex_hcd_kf_09,,
NC_009648.1,4848552,-,148,148,tex_lcd_kf_01,,
NC_009648.1,4848552,-,155,156,tex_lcd_kf_02,,
NC_009648.1,4848646,-,19,19,tex_lcd_kf_01,m,
NC_009648.1,4848646,-,23,24,tex_lcd_kf_02,,
NC_009648.1,4848835,-,33,33,tex_hcd_kf_09,y,
NC_009648.1,4848835,-,40,40,tex_hcd_kf_10,,
NC_009648.1,4848996,-,20,21,tex_lcd_kf_02,n,
NC_009648.1,4849108,+,118,122,tex_hcd_kf_09,y,
NC_009648.1,4849108,+,103,107,tex_hcd_kf_10,,
NC_009648.1,4849108,+,252,257,tex_lcd_kf_01,,
NC_009648.1,4849108,+,275,278,tex_lcd_kf_02,,
NC_009648.1,4851314,+,352,353,tex_hcd_kf_09,y,
NC_009648.1,4851314,+,339,339,tex_hcd_kf_10,,
NC_009648.1,4851314,+,20,20,tex_lcd_kf_01,,
NC_009648.1,4851314,+,19,19,tex_lcd_kf_02,,
NC_009648.1,4851445,+,38,74,tex_hcd_kf_10,n,
NC_009648.1,4851489,+,46,113,tex_hcd_kf_09,n,
NC_009648.1,4851489,+,43,125,tex_hcd_kf_10,n,
NC_009648.1,4851517,+,14,131,tex_hcd_kf_09,n,
NC_009648.1,4851552,+,16,119,tex_hcd_kf_09,n,
NC_009648.1,4851562,+,20,139,tex_hcd_kf_09,n,
NC_009648.1,4851562,+,18,125,tex_hcd_kf_10,n,
NC_009648.1,4851594,+,110,197,tex_hcd_kf_09,n,
NC_009648.1,4851594,+,189,272,tex_hcd_kf_10,n,
NC_009648.1,4851594,+,15,21,tex_lcd_kf_02,n,
NC_009648.1,4851605,+,37,242,tex_hcd_kf_09,n,
NC_009648.1,4851605,+,127,407,tex_hcd_kf_10,n,
NC_009648.1,4852212,-,106,106,tex_hcd_kf_10,y,
NC_009648.1,4852212,-,169,170,tex_lcd_kf_01,,
NC_009648.1,4852212,-,187,187,tex_lcd_kf_02,,
NC_009648.1,4852214,-,109,109,tex_hcd_kf_09,,
NC_009648.1,4852413,+,228,231,tex_hcd_kf_09,y,
NC_009648.1,4852413,+,274,276,tex_hcd_kf_10,,
NC_009648.1,4852413,+,39,40,tex_lcd_kf_01,,
NC_009648.1,4852413,+,60,64,tex_lcd_kf_02,,
NC_009648.1,4852983,+,15,15,tex_hcd_kf_10,n,
NC_009648.1,4852993,+,182,184,tex_lcd_kf_01,y,
NC_009648.1,4852993,+,178,179,tex_lcd_kf_02,,
NC_009648.1,4854487,+,264,264,tex_hcd_kf_09,y,sRNA
NC_009648.1,4854487,+,307,308,tex_hcd_kf_10,,
NC_009648.1,4854487,+,117,118,tex_lcd_kf_01,,
NC_009648.1,4854487,+,182,182,tex_lcd_kf_02,,
NC_009648.1,4855340,+,12,12,tex_hcd_kf_10,n,
NC_009648.1,4855597,-,49,49,tex_hcd_kf_10,y,
NC_009648.1,4855597,-,36,36,tex_hcd_kf_09,,
NC_009648.1,4855597,-,11,11,tex_lcd_kf_01,,
NC_009648.1,4855597,-,14,14,tex_lcd_kf_02,,
NC_009648.1,4855615,+,21,21,tex_hcd_kf_09,y,
NC_009648.1,4855615,+,27,27,tex_hcd_kf_10,,
NC_009648.1,4855615,+,32,32,tex_lcd_kf_01,,
NC_009648.1,4855615,+,35,35,tex_lcd_kf_02,,
NC_009648.1,4855708,+,109,111,tex_hcd_kf_09,y,
NC_009648.1,4855709,+,152,153,tex_hcd_kf_10,,
NC_009648.1,4855709,+,401,401,tex_lcd_kf_01,,
NC_009648.1,4855709,+,390,390,tex_lcd_kf_02,,
NC_009648.1,4856607,+,10,12,tex_lcd_kf_02,n,
NC_009648.1,4856974,-,11,21,tex_hcd_kf_09,n,
NC_009648.1,4857017,-,16,17,tex_lcd_kf_01,m,
NC_009648.1,4858410,+,40,40,tex_hcd_kf_09,y,
NC_009648.1,4858410,+,26,26,tex_hcd_kf_10,,
NC_009648.1,4858410,+,26,27,tex_lcd_kf_01,,
NC_009648.1,4858410,+,20,20,tex_lcd_kf_02,,
NC_009648.1,4858558,-,19,19,tex_lcd_kf_01,y,
NC_009648.1,4858558,-,17,17,tex_lcd_kf_02,,
NC_009648.1,4859768,+,71,72,tex_hcd_kf_09,y,
NC_009648.1,4859768,+,69,70,tex_hcd_kf_10,,
NC_009648.1,4859768,+,63,63,tex_lcd_kf_01,,
NC_009648.1,4859768,+,77,80,tex_lcd_kf_02,,
NC_009648.1,4860401,-,20,20,tex_lcd_kf_02,n,
NC_009648.1,4860644,+,42,42,tex_hcd_kf_09,y,
NC_009648.1,4860644,+,54,54,tex_hcd_kf_10,,
NC_009648.1,4860644,+,38,38,tex_lcd_kf_01,,
NC_009648.1,4860644,+,37,37,tex_lcd_kf_02,,
NC_009648.1,4861574,-,14,15,tex_hcd_kf_10,m,
NC_009648.1,4861574,-,11,13,tex_lcd_kf_01,,
NC_009648.1,4862976,+,12,13,tex_hcd_kf_09,n,
NC_009648.1,4864335,-,343,343,tex_hcd_kf_09,y,
NC_009648.1,4864335,-,445,451,tex_hcd_kf_10,,
NC_009648.1,4864335,-,418,420,tex_lcd_kf_01,,
NC_009648.1,4864335,-,523,526,tex_lcd_kf_02,,
NC_009648.1,4864417,+,61,61,tex_hcd_kf_09,y,
NC_009648.1,4864417,+,39,39,tex_hcd_kf_10,,
NC_009648.1,4864417,+,106,108,tex_lcd_kf_01,,
NC_009648.1,4864417,+,122,122,tex_lcd_kf_02,,
NC_009648.1,4864436,+,16,55,tex_hcd_kf_10,n,
NC_009648.1,4864436,+,19,127,tex_lcd_kf_01,,
NC_009648.1,4864436,+,15,137,tex_lcd_kf_02,,
NC_009648.1,4864486,+,123,199,tex_hcd_kf_09,y,
NC_009648.1,4864486,+,132,188,tex_hcd_kf_10,,
NC_009648.1,4864486,+,688,814,tex_lcd_kf_01,,
NC_009648.1,4864486,+,616,754,tex_lcd_kf_02,,
NC_009648.1,4865949,-,19,19,tex_hcd_kf_09,y,
NC_009648.1,4865949,-,12,13,tex_hcd_kf_10,,
NC_009648.1,4865949,-,21,21,tex_lcd_kf_02,,
NC_009648.1,4866774,-,14,14,tex_hcd_kf_10,m,
NC_009648.1,4867670,-,32,32,tex_hcd_kf_10,y,
NC_009648.1,4867670,-,30,30,tex_lcd_kf_01,,
NC_009648.1,4867670,-,39,39,tex_lcd_kf_02,,
NC_009648.1,4867690,+,22,22,tex_hcd_kf_09,y,
NC_009648.1,4867690,+,24,24,tex_hcd_kf_10,,
NC_009648.1,4867690,+,36,36,tex_lcd_kf_01,,
NC_009648.1,4867690,+,32,32,tex_lcd_kf_02,,
NC_009648.1,4867832,-,11,11,tex_lcd_kf_01,n,
NC_009648.1,4867960,-,31,31,tex_hcd_kf_09,y,
NC_009648.1,4867960,-,33,33,tex_hcd_kf_10,,
NC_009648.1,4867960,-,11,11,tex_lcd_kf_02,,
NC_009648.1,4868485,+,38,39,tex_hcd_kf_09,y,
NC_009648.1,4868485,+,23,24,tex_hcd_kf_10,,
NC_009648.1,4868485,+,22,22,tex_lcd_kf_01,,
NC_009648.1,4868485,+,27,28,tex_lcd_kf_02,,
NC_009648.1,4869033,+,10,11,tex_lcd_kf_01,n,
NC_009648.1,4869224,-,18,18,tex_lcd_kf_01,n,
NC_009648.1,4869695,-,15,16,tex_hcd_kf_09,y,sRNA
NC_009648.1,4869695,-,22,27,tex_hcd_kf_10,,
NC_009648.1,4869695,-,11,16,tex_lcd_kf_01,,
NC_009648.1,4869695,-,16,22,tex_lcd_kf_02,,
NC_009648.1,4869741,+,15,19,tex_hcd_kf_10,y,sRNA
NC_009648.1,4869741,+,16,21,tex_lcd_kf_02,,
NC_009648.1,4870429,+,41,41,tex_hcd_kf_09,y,
NC_009648.1,4870429,+,41,41,tex_hcd_kf_10,,
NC_009648.1,4870429,+,64,65,tex_lcd_kf_01,,
NC_009648.1,4870429,+,57,57,tex_lcd_kf_02,,
NC_009648.1,4871213,-,48,48,tex_lcd_kf_02,,
NC_009648.1,4871214,-,24,24,tex_hcd_kf_09,y,
NC_009648.1,4871214,-,30,31,tex_hcd_kf_10,,
NC_009648.1,4871214,-,43,43,tex_lcd_kf_01,,
NC_009648.1,4872152,-,59,59,tex_hcd_kf_09,y,
NC_009648.1,4872152,-,68,68,tex_hcd_kf_10,,
NC_009648.1,4872152,-,56,56,tex_lcd_kf_01,,
NC_009648.1,4872152,-,79,81,tex_lcd_kf_02,,
NC_009648.1,4872281,+,12,14,tex_hcd_kf_09,n,
NC_009648.1,4872281,+,10,12,tex_hcd_kf_10,,
NC_009648.1,4873263,+,13,13,tex_hcd_kf_10,n,
NC_009648.1,4874140,+,20,20,tex_hcd_kf_09,y,
NC_009648.1,4874140,+,35,38,tex_hcd_kf_10,,
NC_009648.1,4874140,+,13,14,tex_lcd_kf_01,,
NC_009648.1,4874618,+,20,20,tex_hcd_kf_10,n,
NC_009648.1,4874773,-,12,12,tex_lcd_kf_02,n,
NC_009648.1,4874882,+,15,25,tex_hcd_kf_09,m,
NC_009648.1,4874882,+,11,16,tex_hcd_kf_10,,
NC_009648.1,4874882,+,13,22,tex_lcd_kf_01,,
NC_009648.1,4874882,+,10,21,tex_lcd_kf_02,,
NC_009648.1,4875590,+,30,30,tex_hcd_kf_09,y,
NC_009648.1,4875590,+,19,19,tex_hcd_kf_10,,
NC_009648.1,4875825,+,30,31,tex_hcd_kf_09,y,
NC_009648.1,4875825,+,23,23,tex_lcd_kf_02,,
NC_009648.1,4875827,+,30,31,tex_hcd_kf_09,,
NC_009648.1,4875827,+,78,82,tex_hcd_kf_10,,
NC_009648.1,4875827,+,23,23,tex_lcd_kf_02,,
NC_009648.1,4876816,-,14,15,tex_hcd_kf_09,y,
NC_009648.1,4876816,-,18,19,tex_hcd_kf_10,,
NC_009648.1,4876816,-,11,12,tex_lcd_kf_01,,
NC_009648.1,4878804,+,14,16,tex_lcd_kf_01,n,
NC_009648.1,4881002,+,38,38,tex_hcd_kf_09,y,
NC_009648.1,4881002,+,48,48,tex_hcd_kf_10,,
NC_009648.1,4881002,+,107,107,tex_lcd_kf_01,,
NC_009648.1,4881002,+,103,103,tex_lcd_kf_02,,
NC_009648.1,4881577,+,11,11,tex_lcd_kf_02,n,
NC_009648.1,4882971,-,16,19,tex_lcd_kf_01,m,
NC_009648.1,4882971,-,13,16,tex_lcd_kf_02,,
NC_009648.1,4883131,-,70,70,tex_lcd_kf_01,y,
NC_009648.1,4883131,-,46,46,tex_lcd_kf_02,,
NC_009648.1,4883394,+,587,588,tex_hcd_kf_09,y,
NC_009648.1,4883394,+,879,880,tex_hcd_kf_10,,
NC_009648.1,4883394,+,961,964,tex_lcd_kf_01,,
NC_009648.1,4883394,+,1308,1310,tex_lcd_kf_02,,
NC_009648.1,4884186,-,10,14,tex_hcd_kf_09,m,
NC_009648.1,4884186,-,11,16,tex_hcd_kf_10,,
NC_009648.1,4884186,-,11,22,tex_lcd_kf_02,,
NC_009648.1,4884208,-,11,32,tex_lcd_kf_02,n,
NC_009648.1,4884269,-,16,17,tex_lcd_kf_01,m,
NC_009648.1,4884269,-,21,21,tex_lcd_kf_02,,
NC_009648.1,4884820,+,12,17,tex_lcd_kf_02,n,
NC_009648.1,4884986,+,10,13,tex_lcd_kf_02,n,
NC_009648.1,4885495,+,35,36,tex_hcd_kf_09,y,
NC_009648.1,4885495,+,30,31,tex_hcd_kf_10,,
NC_009648.1,4885495,+,34,35,tex_lcd_kf_01,,
NC_009648.1,4885495,+,47,49,tex_lcd_kf_02,,
NC_009648.1,4886125,-,72,72,tex_hcd_kf_09,y,
NC_009648.1,4886125,-,128,128,tex_hcd_kf_10,,
NC_009648.1,4886214,+,16,26,tex_hcd_kf_10,m,
NC_009648.1,4887088,+,64,66,tex_hcd_kf_09,y,
NC_009648.1,4887088,+,99,99,tex_hcd_kf_10,,
NC_009648.1,4887088,+,121,121,tex_lcd_kf_01,,
NC_009648.1,4887088,+,126,126,tex_lcd_kf_02,,
NC_009648.1,4888729,+,72,72,tex_hcd_kf_09,y,
NC_009648.1,4888729,+,62,63,tex_hcd_kf_10,,
NC_009648.1,4888729,+,47,48,tex_lcd_kf_01,,
NC_009648.1,4888729,+,36,36,tex_lcd_kf_02,,
NC_009648.1,4888742,+,23,71,tex_lcd_kf_01,n,
NC_009648.1,4888742,+,28,64,tex_lcd_kf_02,,
NC_009648.1,4888772,+,15,101,tex_hcd_kf_09,n,
NC_009648.1,4888978,+,17,18,tex_lcd_kf_01,n,
NC_009648.1,4889690,+,20,21,tex_lcd_kf_02,y,
NC_009648.1,4890350,+,15,23,tex_lcd_kf_01,y,
NC_009648.1,4890350,+,13,16,tex_lcd_kf_02,,
NC_009648.1,4891340,-,151,155,tex_hcd_kf_09,,
NC_009648.1,4891340,-,238,238,tex_hcd_kf_10,,
NC_009648.1,4891341,-,101,103,tex_lcd_kf_01,y,
NC_009648.1,4891341,-,113,115,tex_lcd_kf_02,,
NC_009648.1,4891503,-,12,14,tex_lcd_kf_01,n,
NC_009648.1,4891667,-,27,27,tex_hcd_kf_10,y,
NC_009648.1,4891667,-,14,14,tex_lcd_kf_01,,
NC_009648.1,4891667,-,12,12,tex_lcd_kf_02,,
NC_009648.1,4895599,-,18,19,tex_hcd_kf_09,m,
NC_009648.1,4895599,-,19,19,tex_hcd_kf_10,,
NC_009648.1,4896272,-,40,50,tex_hcd_kf_10,y,
NC_009648.1,4896272,-,53,55,tex_lcd_kf_01,,
NC_009648.1,4896272,-,40,52,tex_hcd_kf_09,,
NC_009648.1,4896272,-,56,58,tex_lcd_kf_02,,
NC_009648.1,4896345,-,11,11,tex_hcd_kf_09,n,
NC_009648.1,4898003,-,10,12,tex_lcd_kf_02,n,
NC_009648.1,4898024,+,19,21,tex_hcd_kf_09,m,
NC_009648.1,4898024,+,15,17,tex_hcd_kf_10,,
NC_009648.1,4899079,-,10,11,tex_hcd_kf_09,m,
NC_009648.1,4899079,-,12,12,tex_lcd_kf_02,,
NC_009648.1,4899100,+,22,22,tex_hcd_kf_09,y,
NC_009648.1,4899100,+,22,22,tex_hcd_kf_10,,
NC_009648.1,4899100,+,32,32,tex_lcd_kf_01,,
NC_009648.1,4899100,+,30,30,tex_lcd_kf_02,,
NC_009648.1,4902905,-,213,213,tex_hcd_kf_09,y,
NC_009648.1,4902905,-,46,46,tex_hcd_kf_10,,
NC_009648.1,4902905,-,12,12,tex_lcd_kf_01,,
NC_009648.1,4902905,-,18,18,tex_lcd_kf_02,,
NC_009648.1,4903200,+,42,42,tex_hcd_kf_09,y,
NC_009648.1,4903200,+,56,56,tex_hcd_kf_10,,
NC_009648.1,4903200,+,92,92,tex_lcd_kf_01,,
NC_009648.1,4903200,+,103,104,tex_lcd_kf_02,,
NC_009648.1,4904023,+,13,13,tex_hcd_kf_10,y,
NC_009648.1,4904023,+,50,56,tex_lcd_kf_01,,
NC_009648.1,4904178,+,12,20,tex_lcd_kf_02,n,
NC_009648.1,4905359,-,28,28,tex_hcd_kf_09,y,
NC_009648.1,4905359,-,32,32,tex_hcd_kf_10,,
NC_009648.1,4905359,-,81,81,tex_lcd_kf_01,,
NC_009648.1,4905359,-,65,65,tex_lcd_kf_02,,
NC_009648.1,4906215,-,159,159,tex_hcd_kf_09,y,
NC_009648.1,4906215,-,165,165,tex_hcd_kf_10,,
NC_009648.1,4906215,-,295,298,tex_lcd_kf_01,,
NC_009648.1,4906215,-,318,318,tex_lcd_kf_02,,
NC_009648.1,4907950,+,10,19,tex_hcd_kf_09,y,
NC_009648.1,4907959,+,10,29,tex_hcd_kf_09,n,
NC_009648.1,4907959,+,14,28,tex_hcd_kf_10,,
NC_009648.1,4908771,+,13,13,tex_hcd_kf_10,y,
NC_009648.1,4908771,+,24,24,tex_lcd_kf_01,,
NC_009648.1,4908771,+,21,21,tex_lcd_kf_02,,
NC_009648.1,4909342,-,15,15,tex_hcd_kf_09,m,
NC_009648.1,4909342,-,19,19,tex_hcd_kf_10,,
NC_009648.1,4909342,-,13,14,tex_lcd_kf_01,,
NC_009648.1,4909364,+,14,16,tex_hcd_kf_10,n,
NC_009648.1,4909370,+,11,16,tex_lcd_kf_01,n,
NC_009648.1,4910285,+,21,21,tex_lcd_kf_01,n,
NC_009648.1,4910874,-,28,28,tex_hcd_kf_10,y,
NC_009648.1,4910874,-,23,23,tex_hcd_kf_09,,
NC_009648.1,4910874,-,20,20,tex_lcd_kf_01,,
NC_009648.1,4910874,-,24,24,tex_lcd_kf_02,,
NC_009648.1,4911381,+,16,16,tex_hcd_kf_09,n,
NC_009648.1,4911381,+,10,10,tex_hcd_kf_10,,
NC_009648.1,4911634,-,24,24,tex_hcd_kf_09,y,
NC_009648.1,4911634,-,33,35,tex_hcd_kf_10,,
NC_009648.1,4912656,+,14,14,tex_hcd_kf_09,m,
NC_009648.1,4912656,+,11,11,tex_lcd_kf_01,,
NC_009648.1,4912656,+,13,13,tex_lcd_kf_02,,
NC_009648.1,4913660,+,12,12,tex_hcd_kf_09,n,
NC_009648.1,4918849,-,10,10,tex_hcd_kf_10,n,
NC_009648.1,4919381,+,15,15,tex_hcd_kf_10,n,
NC_009648.1,4920022,+,15,16,tex_hcd_kf_10,m,
NC_009648.1,4920022,+,13,13,tex_lcd_kf_01,,
NC_009648.1,4920022,+,17,17,tex_lcd_kf_02,,
NC_009648.1,4925063,+,25,25,tex_hcd_kf_09,m,
NC_009648.1,4925063,+,26,26,tex_hcd_kf_10,,
NC_009648.1,4925063,+,18,18,tex_lcd_kf_02,,
NC_009648.1,4926375,-,13,17,tex_hcd_kf_09,y,
NC_009648.1,4926375,-,21,24,tex_hcd_kf_10,,
NC_009648.1,4926802,+,13,13,tex_lcd_kf_02,n,
NC_009648.1,4926981,-,38,38,tex_hcd_kf_09,,
NC_009648.1,4926983,-,46,46,tex_hcd_kf_10,y,
NC_009648.1,4926983,-,164,165,tex_lcd_kf_01,,
NC_009648.1,4926983,-,145,145,tex_lcd_kf_02,,
NC_009648.1,4927174,+,25,25,tex_lcd_kf_02,n,
NC_009648.1,4927228,+,84,84,tex_hcd_kf_09,y,
NC_009648.1,4927228,+,96,98,tex_hcd_kf_10,,
NC_009648.1,4927228,+,234,239,tex_lcd_kf_01,,
NC_009648.1,4927228,+,291,316,tex_lcd_kf_02,,
NC_009648.1,4927362,+,164,169,tex_hcd_kf_09,y,
NC_009648.1,4927362,+,272,277,tex_hcd_kf_10,,
NC_009648.1,4927362,+,12,20,tex_lcd_kf_01,,
NC_009648.1,4927831,+,14,32,tex_hcd_kf_09,n,
NC_009648.1,4927870,+,30,53,tex_hcd_kf_09,y,
NC_009648.1,4927870,+,31,50,tex_hcd_kf_10,,
NC_009648.1,4927870,+,34,48,tex_lcd_kf_01,,
NC_009648.1,4927870,+,40,53,tex_lcd_kf_02,,
NC_009648.1,4928104,+,80,97,tex_hcd_kf_09,y,
NC_009648.1,4928104,+,64,77,tex_hcd_kf_10,,
NC_009648.1,4928104,+,113,114,tex_lcd_kf_01,,
NC_009648.1,4928104,+,116,119,tex_lcd_kf_02,,
NC_009648.1,4930000,-,11,13,tex_hcd_kf_10,m,
NC_009648.1,4930253,+,33,35,tex_hcd_kf_09,y,
NC_009648.1,4930253,+,37,37,tex_hcd_kf_10,,
NC_009648.1,4931385,-,14,14,tex_lcd_kf_01,n,
NC_009648.1,4931385,-,10,10,tex_lcd_kf_02,,
NC_009648.1,4932685,+,14,14,tex_hcd_kf_10,n,
NC_009648.1,4932685,+,18,18,tex_lcd_kf_01,,
NC_009648.1,4932824,+,76,76,tex_hcd_kf_09,y,
NC_009648.1,4932824,+,79,79,tex_hcd_kf_10,,
NC_009648.1,4932824,+,72,73,tex_lcd_kf_01,,
NC_009648.1,4932824,+,83,83,tex_lcd_kf_02,,
NC_009648.1,4933013,+,370,370,tex_hcd_kf_09,y,
NC_009648.1,4933013,+,349,353,tex_hcd_kf_10,,
NC_009648.1,4933013,+,404,405,tex_lcd_kf_01,,
NC_009648.1,4933013,+,461,464,tex_lcd_kf_02,,
NC_009648.1,4933283,+,25,25,tex_hcd_kf_09,y,
NC_009648.1,4933283,+,30,32,tex_hcd_kf_10,,
NC_009648.1,4933283,+,45,45,tex_lcd_kf_01,,
NC_009648.1,4933283,+,26,26,tex_lcd_kf_02,,
NC_009648.1,4934837,+,12,13,tex_hcd_kf_09,m,
NC_009648.1,4936605,+,14,14,tex_hcd_kf_09,y,
NC_009648.1,4936605,+,26,26,tex_hcd_kf_10,,
NC_009648.1,4936605,+,41,41,tex_lcd_kf_01,,
NC_009648.1,4936605,+,45,46,tex_lcd_kf_02,,
NC_009648.1,4937001,-,13,42,tex_hcd_kf_09,m,
NC_009648.1,4937001,-,13,40,tex_hcd_kf_10,,
NC_009648.1,4937001,-,15,25,tex_lcd_kf_01,,
NC_009648.1,4937001,-,18,23,tex_lcd_kf_02,,
NC_009648.1,4937062,-,18,18,tex_hcd_kf_10,y,
NC_009648.1,4937807,+,11,11,tex_hcd_kf_09,y,
NC_009648.1,4937807,+,12,12,tex_hcd_kf_10,,
NC_009648.1,4937807,+,12,12,tex_lcd_kf_01,,
NC_009648.1,4937807,+,10,10,tex_lcd_kf_02,,
NC_009648.1,4937952,-,17,17,tex_hcd_kf_09,y,
NC_009648.1,4937952,-,24,26,tex_hcd_kf_10,,
NC_009648.1,4937952,-,17,20,tex_lcd_kf_01,,
NC_009648.1,4937952,-,13,13,tex_lcd_kf_02,,
NC_009648.1,4938978,-,41,41,tex_hcd_kf_09,y,
NC_009648.1,4938978,-,41,42,tex_hcd_kf_10,,
NC_009648.1,4938978,-,11,11,tex_lcd_kf_01,,
NC_009648.1,4938978,-,16,16,tex_lcd_kf_02,,
NC_009648.1,4942393,+,12,12,tex_lcd_kf_02,n,
NC_009648.1,4945585,+,14,14,tex_hcd_kf_09,y,
NC_009648.1,4945585,+,10,15,tex_lcd_kf_01,,
NC_009648.1,4945585,+,23,24,tex_lcd_kf_02,,
NC_009648.1,4946469,+,25,25,tex_hcd_kf_09,y,
NC_009648.1,4946469,+,27,27,tex_hcd_kf_10,,
NC_009648.1,4946469,+,326,327,tex_lcd_kf_01,,
NC_009648.1,4946469,+,424,424,tex_lcd_kf_02,,
NC_009648.1,4946576,+,15,26,tex_hcd_kf_10,n,
NC_009648.1,4946587,+,11,17,tex_lcd_kf_02,n,
NC_009648.1,4948007,+,14,14,tex_lcd_kf_01,n,
NC_009648.1,4948840,-,16,16,tex_lcd_kf_01,y,
NC_009648.1,4948840,-,16,18,tex_lcd_kf_02,,
NC_009648.1,4949449,+,60,67,tex_hcd_kf_09,y,sRNA
NC_009648.1,4949449,+,84,91,tex_hcd_kf_10,,
NC_009648.1,4949449,+,55,56,tex_lcd_kf_01,,
NC_009648.1,4949449,+,80,88,tex_lcd_kf_02,,
NC_009648.1,4950238,-,16,16,tex_lcd_kf_02,m,
NC_009648.1,4950485,+,16,16,tex_hcd_kf_10,y,
NC_009648.1,4950485,+,20,21,tex_lcd_kf_01,,
NC_009648.1,4950486,+,17,17,tex_lcd_kf_02,,
NC_009648.1,4950901,-,16,16,tex_hcd_kf_09,m,
NC_009648.1,4950901,-,15,15,tex_hcd_kf_10,,
NC_009648.1,4952025,-,105,105,tex_hcd_kf_09,y,
NC_009648.1,4952025,-,237,237,tex_hcd_kf_10,,
NC_009648.1,4952025,-,613,613,tex_lcd_kf_01,,
NC_009648.1,4952025,-,677,677,tex_lcd_kf_02,,
NC_009648.1,4953169,+,26,26,tex_hcd_kf_09,y,
NC_009648.1,4953169,+,12,12,tex_hcd_kf_10,,
NC_009648.1,4953169,+,34,34,tex_lcd_kf_01,,
NC_009648.1,4953169,+,31,31,tex_lcd_kf_02,,
NC_009648.1,4954251,-,28,48,tex_hcd_kf_09,y,
NC_009648.1,4954251,-,34,51,tex_hcd_kf_10,,
NC_009648.1,4954251,-,61,87,tex_lcd_kf_01,,
NC_009648.1,4954251,-,77,97,tex_lcd_kf_02,,
NC_009648.1,4954274,-,17,22,tex_hcd_kf_09,n,
NC_009648.1,4954274,-,21,26,tex_lcd_kf_01,,
NC_009648.1,4954274,-,16,19,tex_lcd_kf_02,,
NC_009648.1,4954889,-,92,94,tex_hcd_kf_09,y,
NC_009648.1,4954889,-,160,165,tex_hcd_kf_10,,
NC_009648.1,4954889,-,24,26,tex_lcd_kf_01,,
NC_009648.1,4954889,-,30,32,tex_lcd_kf_02,,
NC_009648.1,4957022,-,26,33,tex_hcd_kf_10,y,
NC_009648.1,4957022,-,52,67,tex_lcd_kf_01,,
NC_009648.1,4957022,-,28,44,tex_hcd_kf_09,,
NC_009648.1,4957022,-,46,61,tex_lcd_kf_02,,
NC_009648.1,4957044,-,11,17,tex_hcd_kf_09,n,
NC_009648.1,4957044,-,10,15,tex_lcd_kf_01,,
NC_009648.1,4957044,-,10,15,tex_lcd_kf_02,,
NC_009648.1,4957582,-,13,17,tex_lcd_kf_01,m,
NC_009648.1,4957582,-,13,17,tex_lcd_kf_02,,
NC_009648.1,4958481,+,10,11,tex_lcd_kf_02,n,
NC_009648.1,4958805,-,13,31,tex_hcd_kf_10,n,
NC_009648.1,4959031,-,10,58,tex_hcd_kf_09,n,
NC_009648.1,4959122,-,23,55,tex_hcd_kf_09,n,
NC_009648.1,4959323,-,28,90,tex_hcd_kf_09,n,
NC_009648.1,4959323,-,18,45,tex_hcd_kf_10,n,
NC_009648.1,4959366,-,24,60,tex_hcd_kf_09,n,
NC_009648.1,4959396,-,18,39,tex_hcd_kf_09,n,
NC_009648.1,4960079,-,386,469,tex_hcd_kf_09,n,
NC_009648.1,4960079,-,352,401,tex_hcd_kf_10,n,
NC_009648.1,4960079,-,12,65,tex_lcd_kf_01,n,
NC_009648.1,4960079,-,40,90,tex_lcd_kf_02,n,
NC_009648.1,4960091,-,66,82,tex_hcd_kf_09,y,
NC_009648.1,4960091,-,47,49,tex_hcd_kf_10,,
NC_009648.1,4960091,-,53,53,tex_lcd_kf_01,,
NC_009648.1,4960091,-,50,50,tex_lcd_kf_02,,
